,title,description,genre,published_date,authors
1320,the kelly man,nothing much happened in grande flat but in 1878 the kelly boy unexpectedly returned to town now a man of 26 the townsfolk saw the long scar on his face the gun strapped to his thigh the anger had brought him back to fi nd a man he had to kill ,western,1997.0,will c brown
1321,wanderer of the wasteland,no description available,western,1995.0,zane grey
1322,man of the shadows,when he is separated from his tribe in a hunt losing his horse and breaking his leg eagle a young warrior of the people is rescued by an old man living alone in the woods who eagle begins to suspect is the incarnation of a supernatural figure from his tribes legends,western,1983.0,don coldsmith
1323,killoe,dan killoe had a trail herd and settlers to get across unknown territory to a new land but when he gave shelter to a stranger he was borrowing more trouble than he wanted to handle,western,1985.0,louis lamour
1324,rangers revenge,marshal will carston would unite his boys and wage war if it was the last thing he did nothing could stop him from avenging the brutal murder of his wife and the massacre of his ranch not the love of a brave pioneer woman nor the wily games of a yankee officer,western,1991.0,jim miller
1325,the rider of distant trails,no description available,western,1983.0,romer grey
1326,war party,a boy on the brink of manhood a resourceful frontier woman who has beauty as well as fortitude and a strong male character who is single and hence marriageable come together in this powerful romantic and strangely compelling vision of the american west,western,1985.0,louis lamour
1327,kilrone,medicine dog had sworn to take his scalp iron dave sproul was gunning for revenge all the bannocks and paiutes wanted him dead too but major frank paddock trusted barney kilrone and gave him command of a fort betty considine gave him her love and that promised a future for him as long as he kept his courage and the fastest gun in the west,western,1966.0,louis lamour
1328,hard justice,color illustration on front cover of two vignettes head portrait of bearded man wearing black western hat and black bandana man on horseback firing a rifle at a native american in a canyon,western,1993.0,b w lawton
1329,gunsights,lieutenant early a cavalry officer and dana moon a guide lead the pursuit to loco the leader of a group of renegade apaches who have kidnapped katherine mckean,western,1988.0,elmore leonard
1330,the quick and the dead,con vallian encounters duncan mckaskel and his family heading west and saves duncan from outlaws he soon finds himself guiding duncan duncans beautiful wife susanna and their son tom across the prairie and fighting off rustlers huron indians and a lion along the way,western,1973.0,louis lamour
1331,mr littlejohn,young penn malone joined the traveling medicine show on its way to dodge city because he was looking for adventure what he found instead was hired gunmen bat masterson and a town where blood flows like whiskey,western,1992.0,cameron judd
1332,cheyenne gold,no description available,western,1935.0,max brand
1333,robbers roost,englishman his sister and a gang of western bad men in utah,western,1932.0,zane grey
1334,danger rode drag,nevada jim gage had intelligence split second timing nerves of steel expertise with a six gun to match any gunman and a reputation for putting many a tough hombre out of action but this time jims adversary wasnt so tough  he was just cunning,western,1987.0,marshall grover
